grouping,total_hh_income_2018,total_cocoa_income_2018,benchmark,food_value,below_benchmark,fgt_gap,total_hh_income_2018_including_food_value,below_benchmark_with_food,fgt_gap_with_food
"Male-headed, large",1080.749,432.2997,5123,450,1,0.78903982,1530.749,1,0.701200664
"Male-headed, large",1786.113,910.9176,5123,450,1,0.651354089,2236.113,1,0.563514933
"Male-headed, large",4430.79,1550.776,5123,450,1,0.135118095,4880.79,1,0.047278938
"Male-headed, typical",4265.452,2559.271,4742,450,1,0.10049515,4715.452,1,0.005598482
"Male-headed, typical",4919.516,2951.71,4742,450,0,0,5369.516,0,0
"Male-headed, typical",2473.794,1484.276,4742,450,1,0.478322649,2923.794,1,0.383425981
"Male-headed, typical",414.2484,298.2589,4742,450,1,0.912642682,864.2484,1,0.817746014
"Male-headed, typical",3194.421,1916.653,4742,450,1,0.326355757,3644.421,1,0.231459089
"Male-headed, typical",1248.336,624.1681,4742,450,1,0.736749051,1698.336,1,0.641852383
"Male-headed, typical",2687.264,806.1793,4742,450,1,0.433305778,3137.264,1,0.33840911
"Male-headed, typical",499.5711,399.6569,4742,450,1,0.894649705,949.5711,1,0.799753037
"Male-headed, typical",772.9082,386.4541,4742,450,1,0.837007971,1222.9082,1,0.742111303
"Male-headed, typical",452.9575,249.1266,4742,450,1,0.90447965,902.9575,1,0.809582982
"Male-headed, typical",1316.737,987.5526,4742,450,1,0.722324547,1766.737,1,0.627427879
"Male-headed, typical",676.865,473.8055,4742,450,1,0.857261704,1126.865,1,0.762365036
"Male-headed, typical",657.7133,657.7133,4742,450,1,0.861300443,1107.7133,1,0.766403775
"Male-headed, typical",4468.375,2681.025,4742,450,1,0.057702446,4918.375,0,0
"Male-headed, typical",416.5134,333.2107,4742,450,1,0.912165036,866.5134,1,0.817268368
"Male-headed, typical",1722.503,1033.502,4742,450,1,0.63675601,2172.503,1,0.541859342
"Male-headed, typical",1875.681,1031.625,4742,450,1,0.604453606,2325.681,1,0.509556938
"Male-headed, typical",1673.759,669.5034,4742,450,1,0.647035217,2123.759,1,0.552138549
"Male-headed, typical",1937.042,1355.93,4742,450,1,0.591513707,2387.042,1,0.496617039
"Male-headed, typical",1814.957,544.4871,4742,450,1,0.617259173,2264.957,1,0.522362505
"Male-headed, typical",1766.887,706.7547,4742,450,1,0.627396246,2216.887,1,0.532499578
"Male-headed, typical",247.9642,74.38926,4742,450,1,0.947708941,697.9642,1,0.852812273
"Male-headed, typical",861.5629,430.7815,4742,450,1,0.818312337,1311.5629,1,0.723415668
"Male-headed, typical",4586.918,2293.459,4742,450,1,0.032703922,5036.918,0,0
"Male-headed, typical",776.6426,349.4892,4742,450,1,0.836220456,1226.6426,1,0.741323787
"Male-headed, typical",2084.503,1250.702,4742,450,1,0.560416913,2534.503,1,0.465520245
"Male-headed, typical",1492.85,1343.565,4742,450,1,0.685185576,1942.85,1,0.590288908
"Male-headed, typical",3933.809,786.7617,4742,450,1,0.170432518,4383.809,1,0.07553585
"Male-headed, typical",1555.531,1166.648,4742,450,1,0.671967313,2005.531,1,0.577070645
"Male-headed, typical",3040.768,2888.73,4742,450,1,0.35875833,3490.768,1,0.263861662
"Male-headed, typical",229.2499,137.55,4742,450,1,0.951655441,679.2499,1,0.856758773
"Male-headed, typical",90.06244,54.03746,4742,450,1,0.981007499,540.06244,1,0.886110831
"Male-headed, typical",3403.635,1021.091,4742,450,1,0.282236398,3853.635,1,0.18733973
"Male-headed, typical",1535.607,614.2428,4742,450,1,0.676168916,1985.607,1,0.581272248
"Male-headed, typical",2973.231,1783.939,4742,450,1,0.373000633,3423.231,1,0.278103965
"Male-headed, typical",1238.885,929.1641,4742,450,1,0.738742092,1688.885,1,0.643845424
"Male-headed, typical",365.893,219.5358,4742,450,1,0.922839941,815.893,1,0.827943273
"Male-headed, typical",996.3714,298.9114,4742,450,1,0.78988372,1446.3714,1,0.694987052
"Male-headed, typical",1948.959,1364.271,4742,450,1,0.589000633,2398.959,1,0.494103965
"Male-headed, typical",10388.03,7271.621,4742,450,0,0,10838.03,0,0
"Male-headed, typical",381.3034,343.1731,4742,450,1,0.919590173,831.3034,1,0.824693505
"Male-headed, typical",501.0749,350.7524,4742,450,1,0.894332581,951.0749,1,0.799435913
"Male-headed, typical",837.824,544.5856,4742,450,1,0.823318431,1287.824,1,0.728421763
"Male-headed, typical",729.4559,510.6191,4742,450,1,0.846171257,1179.4559,1,0.751274589
"Male-headed, typical",888.4604,177.6921,4742,450,1,0.812640152,1338.4604,1,0.717743484
"Male-headed, typical",1921.537,1345.076,4742,450,1,0.594783425,2371.537,1,0.499886757
"Male-headed, typical",1857.767,928.8833,4742,450,1,0.608231337,2307.767,1,0.513334669
"Male-headed, typical",1718.658,601.5305,4742,450,1,0.637566849,2168.658,1,0.542670181
"Male-headed, typical",338.4166,304.5749,4742,450,1,0.928634205,788.4166,1,0.833737537
"Male-headed, typical",953.5118,667.4583,4742,450,1,0.798922016,1403.5118,1,0.704025348
"Male-headed, typical",1934.722,773.889,4742,450,1,0.592002952,2384.722,1,0.497106284
"Male-headed, typical",1253.795,1003.036,4742,450,1,0.735597849,1703.795,1,0.640701181
"Male-headed, typical",1815.678,1543.327,4742,450,1,0.617107128,2265.678,1,0.52221046
"Male-headed, typical",10148.22,3551.877,4742,450,0,0,10598.22,0,0
"Male-headed, typical",2233.001,1563.101,4742,450,1,0.529101434,2683.001,1,0.434204766
"Male-headed, typical",3114,1401.3,4742,450,1,0.343315057,3564,1,0.248418389
"Male-headed, typical",286.8994,169.2707,4742,450,1,0.939498229,736.8994,1,0.844601561
"Male-headed, typical",3223.11,1772.71,4742,450,1,0.320305778,3673.11,1,0.22540911
"Male-headed, typical",2390.026,1673.018,4742,450,1,0.495987769,2840.026,1,0.401091101
"Male-headed, typical",298.1951,89.45852,4742,450,1,0.937116175,748.1951,1,0.842219507
"Male-headed, typical",781.0022,468.6013,4742,450,1,0.835301097,1231.0022,1,0.740404429
"Male-headed, typical",2461.552,1107.698,4742,450,1,0.48090426,2911.552,1,0.386007592
"Male-headed, typical",2877.321,1150.928,4742,450,1,0.393226276,3327.321,1,0.298329608
"Male-headed, typical",387.0347,154.8139,4742,450,1,0.918381548,837.0347,1,0.82348488
"Male-headed, typical",315.8034,31.58034,4742,450,1,0.93340291,765.8034,1,0.838506242
"Male-headed, typical",2099.662,1049.831,4742,450,1,0.55722016,2549.662,1,0.462323492
"Male-headed, typical",1247.775,623.8873,4742,450,1,0.736867356,1697.775,1,0.641970687
"Male-headed, typical",804.1916,562.9341,4742,450,1,0.830410881,1254.1916,1,0.735514213
"Male-headed, typical",4126.499,2063.25,4742,450,1,0.129797765,4576.499,1,0.034901097
"Male-headed, typical",2152.568,1076.284,4742,450,1,0.546063264,2602.568,1,0.451166596
"Male-headed, typical",4171.413,2085.707,4742,450,1,0.120326234,4621.413,1,0.025429566
"Male-headed, typical",1834.815,1834.815,4742,450,1,0.613071489,2284.815,1,0.518174821
"Male-headed, typical",2512.392,1256.196,4742,450,1,0.470183045,2962.392,1,0.375286377
"Male-headed, typical",189.482,113.6892,4742,450,1,0.960041755,639.482,1,0.865145086
"Male-headed, typical",4785.02,1914.008,4742,450,0,0,5235.02,0,0
"Male-headed, typical",3299.796,1979.877,4742,450,1,0.304134121,3749.796,1,0.209237453
"Male-headed, typical",1136.893,682.1357,4742,450,1,0.760250316,1586.893,1,0.665353648
"Male-headed, typical",2781.878,1390.939,4742,450,1,0.413353437,3231.878,1,0.318456769
"Male-headed, typical",2088.981,1253.389,4742,450,1,0.559472585,2538.981,1,0.464575917
"Male-headed, typical",2891.935,1735.161,4742,450,1,0.390144454,3341.935,1,0.295247786
"Male-headed, typical",2617.379,1308.69,4742,450,1,0.448043231,3067.379,1,0.353146563
"Male-headed, typical",498.3479,249.174,4742,450,1,0.894907655,948.3479,1,0.800010987
"Male-headed, typical",943.7045,839.897,4742,450,1,0.800990194,1393.7045,1,0.706093526
"Male-headed, typical",674.9774,674.9774,4742,450,1,0.857659764,1124.9774,1,0.762763096
"Male-headed, typical",341.0676,170.5338,4742,450,1,0.928075158,791.0676,1,0.83317849
"Male-headed, typical",918.1226,688.592,4742,450,1,0.806384943,1368.1226,1,0.711488275
"Male-headed, typical",5614.284,2526.428,4742,450,0,0,6064.284,0,0
"Male-headed, typical",8095.097,3238.039,4742,450,0,0,8545.097,0,0
"Male-headed, typical",3061.63,1836.978,4742,450,1,0.35435892,3511.63,1,0.259462252
"Male-headed, typical",3801.673,1330.585,4742,450,1,0.198297554,4251.673,1,0.103400886
"Male-headed, typical",1450.591,870.3544,4742,450,1,0.694097216,1900.591,1,0.599200548
"Male-headed, typical",939.8913,563.9348,4742,450,1,0.801794327,1389.8913,1,0.706897659
"Male-headed, typical",1445.778,867.467,4742,450,1,0.695112189,1895.778,1,0.600215521
"Male-headed, typical",3054.681,1680.075,4742,450,1,0.355824336,3504.681,1,0.260927668
"Male-headed, typical",901.6541,450.827,4742,450,1,0.809857845,1351.6541,1,0.714961177
"Male-headed, typical",1950.403,975.2013,4742,450,1,0.58869612,2400.403,1,0.493799452
"Male-headed, typical",4578.689,2289.345,4742,450,1,0.034439266,5028.689,0,0
"Male-headed, typical",603.1345,422.1942,4742,450,1,0.872810101,1053.1345,1,0.777913433
"Male-headed, typical",970.5337,863.775,4742,450,1,0.795332412,1420.5337,1,0.700435744
"Male-headed, typical",993.7283,496.8642,4742,450,1,0.790441101,1443.7283,1,0.695544433
"Male-headed, typical",620.9739,465.7304,4742,450,1,0.869048102,1070.9739,1,0.774151434
"Male-headed, typical",1181.691,827.1837,4742,450,1,0.750803248,1631.691,1,0.65590658
"Male-headed, typical",1848.631,1016.747,4742,450,1,0.61015795,2298.631,1,0.515261282
"Male-headed, typical",1268.857,761.3143,4742,450,1,0.732421552,1718.857,1,0.637524884
"Male-headed, typical",2004.861,1002.43,4742,450,1,0.577211936,2454.861,1,0.482315268
"Male-headed, typical",1210.346,363.1038,4742,450,1,0.744760439,1660.346,1,0.649863771
"Male-headed, typical",1253.99,438.8967,4742,450,1,0.735556727,1703.99,1,0.640660059
"Male-headed, typical",9055.359,6791.52,4742,450,0,0,9505.359,0,0
"Male-headed, typical",1855.842,1484.673,4742,450,1,0.608637284,2305.842,1,0.513740616
"Male-headed, typical",5388.51,2694.255,4742,450,0,0,5838.51,0,0
"Male-headed, typical",1160.52,696.312,4742,450,1,0.755267819,1610.52,1,0.660371151
"Male-headed, typical",1256.775,1256.775,4742,450,1,0.734969422,1706.775,1,0.640072754
"Male-headed, typical",1186.724,712.0345,4742,450,1,0.749741881,1636.724,1,0.654845213
"Male-headed, typical",2936.739,1762.043,4742,450,1,0.38069612,3386.739,1,0.285799452
"Male-headed, typical",1583.228,791.6141,4742,450,1,0.666126529,2033.228,1,0.571229861
"Male-headed, typical",1728.077,864.0383,4742,450,1,0.635580557,2178.077,1,0.540683889
"Male-headed, typical",2196.806,1537.764,4742,450,1,0.536734289,2646.806,1,0.441837621
"Male-headed, typical",4846.999,1454.1,4742,450,0,0,5296.999,0,0
"Male-headed, typical",1878.831,1503.065,4742,450,1,0.603789329,2328.831,1,0.508892661
"Male-headed, typical",513.2758,282.3017,4742,450,1,0.891759637,963.2758,1,0.796862969
"Male-headed, typical",4374.463,1312.339,4742,450,1,0.077506748,4824.463,0,0
"Male-headed, typical",1229.766,922.3249,4742,450,1,0.74066512,1679.766,1,0.645768452
"Male-headed, typical",4512.013,3384.01,4742,450,1,0.0485,4962.013,0,0
"Male-headed, typical",3984.105,1992.052,4742,450,1,0.159826023,4434.105,1,0.064929355
"Male-headed, typical",4148.651,1037.163,4742,450,1,0.125126318,4598.651,1,0.03022965
"Male-headed, typical",703.54,562.832,4742,450,1,0.85163644,1153.54,1,0.756739772
"Male-headed, typical",1363.387,681.6935,4742,450,1,0.712486925,1813.387,1,0.617590257
"Male-headed, typical",8760.741,4380.371,4742,450,0,0,9210.741,0,0
"Male-headed, typical",1789.553,1789.553,4742,450,1,0.622616407,2239.553,1,0.527719739
"Male-headed, typical",2034.242,1220.545,4742,450,1,0.571016027,2484.242,1,0.476119359
"Male-headed, typical",1606.959,1124.872,4742,450,1,0.6611221,2056.959,1,0.566225432
"Male-headed, typical",2580.524,1935.393,4742,450,1,0.455815268,3030.524,1,0.3609186
"Male-headed, typical",2612.102,2350.892,4742,450,1,0.449156052,3062.102,1,0.354259384
"Male-headed, typical",822.6184,822.6184,4742,450,1,0.826525011,1272.6184,1,0.731628342
"Male-headed, typical",997.8563,498.9281,4742,450,1,0.789570582,1447.8563,1,0.694673914
"Male-headed, typical",1519.336,911.6019,4742,450,1,0.679600169,1969.336,1,0.584703501
"Male-headed, typical",3993.67,1996.835,4742,450,1,0.157808941,4443.67,1,0.062912273
"Male-headed, typical",1143.135,342.9406,4742,450,1,0.758933994,1593.135,1,0.664037326
"Male-headed, typical",1222.23,1222.23,4742,450,1,0.742254323,1672.23,1,0.647357655
"Male-headed, typical",1987.309,993.6545,4742,450,1,0.580913328,2437.309,1,0.48601666
"Male-headed, typical",1740.428,1305.321,4742,450,1,0.63297596,2190.428,1,0.538079291
"Male-headed, typical",1426.94,570.7759,4742,450,1,0.699084774,1876.94,1,0.604188106
"Male-headed, typical",1362.16,1334.916,4742,450,1,0.712745677,1812.16,1,0.617849009
"Male-headed, typical",2525.492,757.6476,4742,450,1,0.467420498,2975.492,1,0.37252383
"Male-headed, typical",3412.683,2388.878,4742,450,1,0.280328342,3862.683,1,0.185431674
"Male-headed, typical",873.325,523.9951,4742,450,1,0.815831927,1323.325,1,0.720935259
"Male-headed, typical",975.014,292.5042,4742,450,1,0.7943876,1425.014,1,0.699490932
"Male-headed, typical",6104.598,915.6898,4742,450,0,0,6554.598,0,0
"Male-headed, typical",697.9576,383.8767,4742,450,1,0.852813665,1147.9576,1,0.757916997
"Male-headed, typical",798.9127,399.4563,4742,450,1,0.831524104,1248.9127,1,0.736627436
"Male-headed, typical",816.2306,530.5499,4742,450,1,0.827872079,1266.2306,1,0.732975411
"Male-headed, typical",921.5781,552.9469,4742,450,1,0.805656242,1371.5781,1,0.710759574
"Male-headed, typical",1596.422,798.2108,4742,450,1,0.663344159,2046.422,1,0.568447491
"Male-headed, typical",1652.204,1156.542,4742,450,1,0.651580768,2102.204,1,0.5566841
"Male-headed, typical",1827.453,1407.139,4742,450,1,0.614623998,2277.453,1,0.51972733
"Male-headed, typical",2948.234,1768.941,4742,450,1,0.378272037,3398.234,1,0.283375369
"Male-headed, typical",264.3391,79.30175,4742,450,1,0.944255778,714.3391,1,0.84935911
"Male-headed, typical",678.2056,508.6542,4742,450,1,0.856978996,1128.2056,1,0.762082328
"Male-headed, typical",1894.821,852.6694,4742,450,1,0.600417334,2344.821,1,0.505520666
"Male-headed, typical",1069.677,962.7094,4742,450,1,0.774424926,1519.677,1,0.679528258
"Male-headed, typical",1136.893,568.4463,4742,450,1,0.760250316,1586.893,1,0.665353648
"Male-headed, typical",1184.388,947.5107,4742,450,1,0.7502345,1634.388,1,0.655337832
"Male-headed, typical",3115.928,1713.76,4742,450,1,0.342908477,3565.928,1,0.248011809
"Male-headed, typical",2326.419,930.5677,4742,450,1,0.509401307,2776.419,1,0.414504639
"Male-headed, typical",3761.57,1128.471,4742,450,1,0.206754534,4211.57,1,0.111857866
"Male-headed, typical",329.1374,329.1374,4742,450,1,0.930591016,779.1374,1,0.835694348
"Male-headed, typical",2558.476,1535.086,4742,450,1,0.460464783,3008.476,1,0.365568115
"Male-headed, typical",4830.156,724.5234,4742,450,0,0,5280.156,0,0
"Male-headed, typical",4694.945,1877.978,4742,450,1,0.009923028,5144.945,0,0
"Male-headed, typical",2721.925,1633.155,4742,450,1,0.425996415,3171.925,1,0.331099747
"Male-headed, typical",1114.435,891.5484,4742,450,1,0.764986293,1564.435,1,0.670089625
"Male-headed, typical",3703.425,2777.569,4742,450,1,0.219016238,4153.425,1,0.12411957
"Male-headed, typical",3804.827,2853.62,4742,450,1,0.197632434,4254.827,1,0.102735765
"Male-headed, typical",1143.443,686.0656,4742,450,1,0.758869043,1593.443,1,0.663972375
"Male-headed, typical",1625.983,1056.889,4742,450,1,0.657110291,2075.983,1,0.562213623
"Male-headed, typical",274.2578,274.2578,4742,450,1,0.942164108,724.2578,1,0.84726744
"Male-headed, typical",419.2534,314.44,4742,450,1,0.911587221,869.2534,1,0.816690553
"Male-headed, typical",1374.096,412.2288,4742,450,1,0.710228596,1824.096,1,0.615331927
"Male-headed, typical",1649.276,824.6381,4742,450,1,0.652198229,2099.276,1,0.557301561
"Male-headed, typical",3979.726,3382.767,4742,450,1,0.160749473,4429.726,1,0.065852805
"Male-headed, typical",4843.4,3148.21,4742,450,0,0,5293.4,0,0
"Male-headed, typical",2575.553,257.5553,4742,450,1,0.45686356,3025.553,1,0.361966892
"Male-headed, typical",703.61,351.805,4742,450,1,0.851621679,1153.61,1,0.756725011
"Male-headed, typical",260.9765,78.29295,4742,450,1,0.944964888,710.9765,1,0.85006822
"Male-headed, typical",400.118,320.0944,4742,450,1,0.915622522,850.118,1,0.820725854
"Male-headed, typical",1754.865,1228.405,4742,450,1,0.629931464,2204.865,1,0.535034795
"Male-headed, typical",1383.482,830.0892,4742,450,1,0.708249262,1833.482,1,0.613352594
"Male-headed, typical",2966.548,593.3096,4742,450,1,0.374409954,3416.548,1,0.279513286
"Male-headed, typical",727.5096,654.7587,4742,450,1,0.846581695,1177.5096,1,0.751685027
"Male-headed, typical",6372.213,2548.885,4742,450,0,0,6822.213,0,0
"Male-headed, typical",1248.009,748.8052,4742,450,1,0.736818009,1698.009,1,0.641921341
"Male-headed, typical",1899.032,949.5159,4742,450,1,0.599529313,2349.032,1,0.504632644
"Male-headed, typical",4012.81,1203.843,4742,450,1,0.15377267,4462.81,1,0.058876002
"Male-headed, typical",1624.383,649.7532,4742,450,1,0.657447701,2074.383,1,0.562551033
"Male-headed, typical",1791.892,1075.135,4742,450,1,0.622123155,2241.892,1,0.527226487
"Male-headed, typical",2254.937,789.228,4742,450,1,0.524475538,2704.937,1,0.42957887
"Male-headed, typical",3371.836,2360.285,4742,450,1,0.288942218,3821.836,1,0.19404555
"Male-headed, typical",852.1682,298.2589,4742,450,1,0.820293505,1302.1682,1,0.725396837
"Male-headed, typical",2014.125,805.6498,4742,450,1,0.57525833,2464.125,1,0.480361662
"Male-headed, typical",1077.241,861.7927,4742,450,1,0.772829819,1527.241,1,0.677933151
"Male-headed, typical",714.764,393.1202,4742,450,1,0.849269507,1164.764,1,0.754372838
"Male-headed, typical",945.6951,425.5628,4742,450,1,0.800570413,1395.6951,1,0.705673745
"Male-headed, typical",1107.418,442.967,4742,450,1,0.766466048,1557.418,1,0.67156938
"Male-headed, typical",2904.456,2178.342,4742,450,1,0.387504007,3354.456,1,0.292607339
"Male-headed, typical",2126.41,850.5641,4742,450,1,0.551579502,2576.41,1,0.456682834
"Male-headed, typical",2086.926,1669.541,4742,450,1,0.559905947,2536.926,1,0.465009279
"Male-headed, typical",1561.268,936.7607,4742,450,1,0.670757486,2011.268,1,0.575860818
"Male-headed, typical",2491.539,1744.077,4742,450,1,0.474580557,2941.539,1,0.379683889
"Male-headed, typical",2975.196,2231.397,4742,450,1,0.372586251,3425.196,1,0.277689582
"Male-headed, typical",1688.296,1181.807,4742,450,1,0.643969633,2138.296,1,0.549072965
"Male-headed, typical",1632.153,244.8229,4742,450,1,0.655809152,2082.153,1,0.560912484
"Male-headed, typical",2721.645,1360.822,4742,450,1,0.426055462,3171.645,1,0.331158794
"Male-headed, typical",1275.188,828.8725,4742,450,1,0.731086461,1725.188,1,0.636189793
"Male-headed, typical",2767.842,1383.921,4742,450,1,0.41631337,3217.842,1,0.321416702
"Male-headed, typical",1322.164,330.541,4742,450,1,0.721180093,1772.164,1,0.626283425
"Male-headed, typical",1205.776,783.7541,4742,450,1,0.745724167,1655.776,1,0.650827499
"Male-headed, typical",329.8149,49.47224,4742,450,1,0.930448144,779.8149,1,0.835551476
"Male-headed, typical",1907.024,667.4583,4742,450,1,0.597843948,2357.024,1,0.50294728
"Male-headed, typical",736.8748,515.8124,4742,450,1,0.844606748,1186.8748,1,0.74971008
"Male-headed, typical",2412.383,1206.191,4742,450,1,0.491273092,2862.383,1,0.396376423
"Male-headed, typical",7945.358,4767.215,4742,450,0,0,8395.358,0,0
"Male-headed, typical",1144.753,572.3763,4742,450,1,0.758592788,1594.753,1,0.66369612
"Male-headed, typical",1705.039,1278.779,4742,450,1,0.640438844,2155.039,1,0.545542176
"Male-headed, typical",7436.119,1487.224,4742,450,0,0,7886.119,0,0
"Male-headed, typical",2620.668,1834.468,4742,450,1,0.447349642,3070.668,1,0.352452973
"Male-headed, typical",8742.376,2622.713,4742,450,0,0,9192.376,0,0
"Male-headed, typical",586.9479,322.8214,4742,450,1,0.876223555,1036.9479,1,0.781326887
"Male-headed, typical",1532.537,1532.537,4742,450,1,0.676816322,1982.537,1,0.581919654
"Male-headed, typical",2484.936,1863.702,4742,450,1,0.475973007,2934.936,1,0.381076339
"Male-headed, typical",2544.674,1526.805,4742,450,1,0.463375369,2994.674,1,0.368478701
"Male-headed, typical",2368.476,947.3905,4742,450,1,0.500532265,2818.476,1,0.405635597
"Male-headed, typical",10451.33,6270.795,4742,450,0,0,10901.33,0,0
"Male-headed, typical",2250.205,1125.103,4742,450,1,0.525473429,2700.205,1,0.430576761
"Male-headed, typical",4305.755,3659.892,4742,450,1,0.091995993,4755.755,0,0
"Male-headed, typical",835.7458,585.0221,4742,450,1,0.823756685,1285.7458,1,0.728860017
"Male-headed, typical",852.8609,469.0735,4742,450,1,0.820147427,1302.8609,1,0.725250759
"Male-headed, typical",3956.75,2571.887,4742,450,1,0.165594686,4406.75,1,0.070698018
"Male-headed, typical",1025.687,666.6962,4742,450,1,0.783701603,1475.687,1,0.688804935
"Male-headed, typical",3947.297,592.0945,4742,450,1,0.167588148,4397.297,1,0.07269148
"Male-headed, typical",478.9884,287.393,4742,450,1,0.898990215,928.9884,1,0.804093547
"Male-headed, typical",1399.878,1329.884,4742,450,1,0.704791649,1849.878,1,0.609894981
"Male-headed, typical",4117.593,3499.954,4742,450,1,0.131675875,4567.593,1,0.036779207
"Male-headed, typical",5143.487,1800.22,4742,450,0,0,5593.487,0,0
"Male-headed, typical",2011.919,1408.343,4742,450,1,0.575723534,2461.919,1,0.480826866
"Male-headed, typical",851.6265,596.1385,4742,450,1,0.820407739,1301.6265,1,0.725511071
"Male-headed, typical",5056.311,3286.602,4742,450,0,0,5506.311,0,0
"Male-headed, typical",2426.789,1698.753,4742,450,1,0.488235133,2876.789,1,0.393338465
"Male-headed, typical",3114.94,2180.458,4742,450,1,0.343116828,3564.94,1,0.24822016
"Male-headed, typical",3321.241,1660.62,4742,450,1,0.299611767,3771.241,1,0.204715099
"Male-headed, typical",1450.908,1305.818,4742,450,1,0.694030367,1900.908,1,0.599133699
"Male-headed, typical",1552.063,1086.444,4742,450,1,0.67269865,2002.063,1,0.577801982
"Male-headed, typical",3828.474,2297.084,4742,450,1,0.192645719,4278.474,1,0.097749051
"Male-headed, typical",907.1922,635.0345,4742,450,1,0.808689962,1357.1922,1,0.713793294
"Male-headed, typical",2824.92,1694.952,4742,450,1,0.404276677,3274.92,1,0.309380008
"Male-headed, typical",693.0132,554.4106,4742,450,1,0.853856348,1143.0132,1,0.758959679
"Male-headed, typical",1823.808,1641.427,4742,450,1,0.615392661,2273.808,1,0.520495993
"Male-headed, typical",2911.782,2183.836,4742,450,1,0.385959089,3361.782,1,0.291062421
"Male-headed, typical",3044.724,1826.835,4742,450,1,0.357924083,3494.724,1,0.263027415
"Male-headed, typical",4380.545,1752.218,4742,450,1,0.076224167,4830.545,0,0
"Male-headed, typical",877.5827,702.0662,4742,450,1,0.814934057,1327.5827,1,0.720037389
"Male-headed, typical",2452.74,1471.644,4742,450,1,0.482762547,2902.74,1,0.387865879
"Male-headed, typical",4415.292,4415.292,4742,450,1,0.068896668,4865.292,0,0
"Male-headed, typical",1522.909,1142.182,4742,450,1,0.678846689,1972.909,1,0.583950021
"Male-headed, typical",5725.634,1717.69,4742,450,0,0,6175.634,0,0
"Male-headed, typical",513.78,359.646,4742,450,1,0.891653311,963.78,1,0.796756643
"Male-headed, typical",311.3769,202.395,4742,450,1,0.934336377,761.3769,1,0.839439709
"Male-headed, typical",3049.83,609.9661,4742,450,1,0.356847322,3499.83,1,0.261950654
"Male-headed, typical",309.5877,216.7114,4742,450,1,0.934713686,759.5877,1,0.839817018
"Male-headed, typical",853.9327,640.4495,4742,450,1,0.819921404,1303.9327,1,0.725024736
"Male-headed, typical",308.3208,215.8246,4742,450,1,0.934980852,758.3208,1,0.840084184
"Male-headed, typical",3607.328,2885.862,4742,450,1,0.239281316,4057.328,1,0.144384648
"Male-headed, typical",1922.07,1729.863,4742,450,1,0.594671025,2372.07,1,0.499774357
"Male-headed, typical",2819.574,2255.659,4742,450,1,0.405404049,3269.574,1,0.310507381
"Male-headed, typical",6675.95,4005.57,4742,450,0,0,7125.95,0,0
"Male-headed, typical",1200.82,960.6561,4742,450,1,0.746769296,1650.82,1,0.651872628
"Male-headed, typical",2815.564,1407.782,4742,450,1,0.406249684,3265.564,1,0.311353016
"Male-headed, typical",2289.505,1144.753,4742,450,1,0.517185787,2739.505,1,0.422289119
"Male-headed, typical",1610.925,1208.194,4742,450,1,0.660285744,2060.925,1,0.565389076
"Male-headed, typical",2746.521,1647.913,4742,450,1,0.420809574,3196.521,1,0.325912906
"Male-headed, typical",3153.343,2207.34,4742,450,1,0.335018347,3603.343,1,0.240121679
"Male-headed, typical",913.06,867.407,4742,450,1,0.807452552,1363.06,1,0.712555884
"Male-headed, typical",1476.381,1033.467,4742,450,1,0.688658583,1926.381,1,0.593761915
"Male-headed, typical",6206.707,3103.353,4742,450,0,0,6656.707,0,0
"Male-headed, typical",930.5494,651.3846,4742,450,1,0.803764361,1380.5494,1,0.708867693
"Male-headed, typical",963.3009,770.6407,4742,450,1,0.796857676,1413.3009,1,0.701961008
"Male-headed, typical",3410.621,2728.497,4742,450,1,0.28076318,3860.621,1,0.185866512
"Male-headed, typical",1313.494,788.0964,4742,450,1,0.723008435,1763.494,1,0.628111767
"Male-headed, typical",1762.272,881.136,4742,450,1,0.628369464,2212.272,1,0.533472796
"Male-headed, typical",1046.262,732.3834,4742,450,1,0.779362716,1496.262,1,0.684466048
"Male-headed, typical",5333.196,3999.897,4742,450,0,0,5783.196,0,0
"Male-headed, typical",1625.036,487.5109,4742,450,1,0.657309996,2075.036,1,0.562413328
"Male-headed, typical",3152.707,2522.165,4742,450,1,0.335152467,3602.707,1,0.240255799
"Male-headed, typical",631.6815,505.3452,4742,450,1,0.866790067,1081.6815,1,0.771893399
"Male-headed, typical",868.4866,564.5163,4742,450,1,0.816852256,1318.4866,1,0.721955588
"Male-headed, typical",1677.429,838.7145,4742,450,1,0.646261282,2127.429,1,0.551364614
"Male-headed, typical",1949.41,1559.528,4742,450,1,0.588905525,2399.41,1,0.494008857
"Male-headed, typical",5764.466,4611.573,4742,450,0,0,6214.466,0,0
"Male-headed, typical",340.0749,255.0562,4742,450,1,0.9282845,790.0749,1,0.833387832
"Male-headed, typical",6402.003,3201.002,4742,450,0,0,6852.003,0,0
"Male-headed, typical",132.3367,46.31784,4742,450,1,0.97209264,582.3367,1,0.877195972
"Male-headed, typical",1360.725,1292.689,4742,450,1,0.713048292,1810.725,1,0.618151624
"Male-headed, typical",569.1697,455.3358,4742,450,1,0.879972649,1019.1697,1,0.785075981
"Male-headed, typical",843.6061,590.5243,4742,450,1,0.822099093,1293.6061,1,0.727202425
"Male-headed, typical",2319.988,1623.992,4742,450,1,0.510757486,2769.988,1,0.415860818
